tickers,shares,,,,,
600984,22200,,,,,
000563,185400,,,,,
SHB,104585,,,,,
SHAK,12919,,,,,
200152,128000,,,,,
000488,172000,,,,,
200488,101100,,,,,
1812,360750,,,,,
002838,17200,,,,,
002041,21800,,,,,
600547,51577,,,,,
1787,376050,,,,,
600350,85500,,,,,
002595,29600,,,,,
600426,42300,,,,,
002237,23000,,,,,
601966,26400,,,,,
600219,350000,,,,,
002376,56800,,,,,
600529,17000,,,,,
300285,24100,,,,,
002078,58800,,,,,
1066,876000,,,,,
600777,176100,,,,,
900924,77300,,,,,
002195,80900,,,,,
600643,67600,,,,,
603881,6100,,,,,
900923,193500,,,,,
002568,12500,,,,,
900926,139172,,,,,
600171,58700,,,,,
600621,25900,,,,,
900908,138200,,,,,
5876,1215000,,,,,
600170,170500,,,,,
601519,49800,,,,,
601727,232100,,,,,
2727,958000,,,,,
600021,73300,,,,,
601200,53500,,,,,
2196,287639,,,,,
1385,78000,,,,,
1349,107000,,,,,
900917,210800,,,,,
6826,17700,,,,,
900909,63200,,,,,
363,369000,,,,,
563,395200,,,,,
600009,47541,,,,,
600018,265200,,,,,
600315,16600,,,,,
2006,372000,,,,,
600754,23900,,,,,
900914,131100,,,,,
900911,148714,,,,,
1877,65800,,,,,
002022,27200,,,,,
300326,20900,,,,,
002706,22900,,,,,
600848,37000,,,,,
600663,43500,,,,,
900932,380411,,,,,
603899,7600,,,,,
600835,32100,,,,,
900925,61773,,,,,
601607,64600,,,,,
2607,281900,,,,,
002324,32000,,,,,
600000,725786,,,,,
603659,30000,,,,,
002252,121000,,,,,
900902,167276,,,,,
600823,95800,,,,,
300236,8900,,,,,
600820,79800,,,,,
600648,15600,,,,,
900912,26900,,,,,
600641,24500,,,,,
603039,8100,,,,,
002605,16400,,,,,
600655,127300,,,,,
600895,41800,,,,,
900947,403700,,,,,
600210,36800,,,,,
69,427519,,,,,
000968,69300,,,,,
600740,50300,,,,,
601699,83800,,,,,
000723,102000,,,,,
002500,87770,,,,,
000825,160200,,,,,
600809,22946,,,,,
000983,145470,,,,,
600567,119600,,,,,
SPEN,42926,,,,,
6753,56929,,,,,
SJR.B,183064,,,,,
SHEN,18461,,,,,
600642,88900,,,,,
OV8,168000,,,,,
2029,56000,,,,,
000603,25100,,,,,
600392,132900,,,,,
A900150,1034191,,,,,
600183,56300,,,,,
002916,5740,,,,,
000166,629900,,,,,
6806,952800,,,,,
300573,3600,,,,,
000089,48400,,,,,
300572,11500,,,,,
300037,7900,,,,,
000049,7900,,,,,
000027,104400,,,,,
300115,28400,,,,,
548,550000,,,,,
002436,37100,,,,,
601139,71700,,,,,
603118,41300,,,,,
603160,5642,,,,,
002402,38100,,,,,
002399,30000,,,,,
9989,87500,,,,,
000062,41200,,,,,
300085,36900,,,,,
300124,43000,,,,,
152,402000,,,,,
604,1161953,,,,,
002191,36400,,,,,
000021,43700,,,,,
300601,18607,,,,,
002850,6000,,,,,
600446,21498,,,,,
603228,15300,,,,,
002243,30200,,,,,
002851,12500,,,,,
300760,24388,,,,,
002429,111700,,,,,
000069,201900,,,,,
002294,23000,,,,,
300724,7100,,,,,
002912,7520,,,,,
300348,17900,,,,,
002138,25500,,,,,
002815,31000,,,,,
300136,23700,,,,,
000090,99100,,,,,
000025,70125,,,,,
002130,32800,,,,,
002285,50700,,,,,
300457,17100,,,,,
002831,16100,,,,,
000060,142900,,,,,
2313,313266,,,,,
SHW,31989,,,,,
9304,3300,,,,,
6340,8200,,,,,
3697,4200,,,,,
8366,19100,,,,,
000158,51900,,,,,
002603,17000,,,,,
8387,27000,,,,,
4099,11100,,,,,
9507,52400,,,,,
SKBN,73680,,,,,
6222,11600,,,,,
7701,106800,,,,,
8227,7700,,,,,
7309,30200,,,,,
813,510000,,,,,
8364,7800,,,,,
1803,202700,,,,,
7482,9000,,,,,
2888,4864875,,,,,
1952,17900,,,,,
2395,6500,,,,,
019170,13856,,,,,
3376,42691,,,,,
4063,154156,,,,,
7970,16100,,,,,
6844,2400,,,,,
SHG,17327,,,,,
055550,174136,,,,,
5531,237915,,,,,
6967,24700,,,,,
8141,13000,,,,,
1409,567000,,,,,
7224,21100,,,,,
1879,5200,,,,,
004170,2676,,,,,
031430,713,,,,,
8303,67803,,,,,
011930,59891,,,,,
7607,5400,,,,,
4507,110600,,,,,
3360,29000,,,,,
4911,154900,,,,,
8355,177400,,,,,
9543,22500,,,,,
1414,18600,,,,,
9601,3300,,,,,
SWAV,10724,,,,,
7839,10000,,,,,
8079,5500,,,,,
SAE,2509,,,,,
SHOP,29921,,,,,
SHOP,13133,,,,,
SCP,385132,,,,,
SHP,182880,,,,,
697,947600,,,,,
639,1361524,,,,,
4004,52200,,,,,
2004,8400,,,,,
SHREECEM,4675,,,,,
SRTRANSFIN,77294,,,,,
SAE,46489,,,,,
272,1104500,,,,,
242,604000,,,,,
SHUR,8733,,,,,
SSTK,8005,,,,,
S59,98500,,,,,
Foreign,318606,,,,,
Foreign,27700,,,,,
Foreign,947700,,,,,
SCB-R,111400,,,,,
GLOBAL-F,476890,,,,,
MAKRO-F,160100,,,,,
300024,64400,,,,,
SSW,1106506,,,,,
600674,107400,,,,,
601107,215200,,,,,
107,166000,,,,,
002023,36800,,,,,
603077,425700,,,,,
002422,49500,,,,,
600466,120200,,,,,
600039,123500,,,,,
000935,47700,,,,,
600779,12100,,,,,
603317,6500,,,,,
002497,29700,,,,,
SFZN,1412,,,,,
SIE,292169,,,,,
ENR,142847,,,,,
SGRE,91210,,,,,
SHL,86407,,,,,
SIEMENS,30304,,,,,
002028,28400,,,,,
SIGN,126620,,,,,
SHI,283997,,,,,
SIG,325671,,,,,
SIG,324178,,,,,
SBNY,22045,,,,,
SIG,19100,,,,,
LIGHT,47538,,,,,
6257,139781,,,,,
460,1546000,,,,,
7613,11600,,,,,
SIKA,53968,,,,,
6415,23000,,,,,
SLGN,30913,,,,,
2363,183561,,,,,
SLAB,15599,,,,,
108320,3094,,,,,
215600,17385,,,,,
WAF1,7462,,,,,
SLR,310618,,,,,
5CP,177499,,,,,
SIM,16873,,,,,
SIME,1313775,,,,,
SIMEPLT,1416175,,,,,
SIMEPROP,1147475,,,,,
SFNC,45439,,,,,
222800,3438,,,,,
SPG,126414,,,,,
SIMH3,20818,,,,,
6121,66640,,,,,
SMPL,31998,,,,,
SSD,16022,,,,,
SGM,64418,,,,,
8132,2400,,,,,
3023,81499,,,,,
2605,95790,,,,,
SINCH,16742,,,,,
SBGI,15556,,,,,
029530,1039,,,,,
6507,9200,,,,,
716,548000,,,,,
C6L,473036,,,,,
S68,309610,,,,,
S08,499000,,,,,
T39,564100,,,,,
S63,658100,,,,,
Z74,3058800,,,,,
6458,6159,,,,,
1177,3909250,,,,,
300191,8200,,,,,
83,1302279,,,,,
5483,198000,,,,,
3377,922500,,,,,
600459,22800,,,,,
STEC-F,376100,,,,,
300298,19800,,,,,
297,668000,,,,,
300777,11200,,,,,
600109,75200,,,,,
600970,53400,,,,,
002080,40800,,,,,
2890,3889756,,,,,
2386,532135,,,,,
934,308000,,,,,
600871,308300,,,,,
1033,806000,,,,,
600688,105100,,,,,
338,1620000,,,,,
1099,472200,,,,,
603927,46700,,,,,
598,1224000,,,,,
3808,252000,,,,,
6339,15900,,,,,
9940,177358,,,,,
SRE,326711,,,,,
SIRI,422809,,,,,
SPNT,24804,,,,,
SSA,29648,,,,,
AFKS,969800,,,,,
1308,448000,,,,,
SITC,55873,,,,,
SITE,16385,,,,,
8016,42000,,,,,
SIX,28327,,,,,
OCDI,224901,,,,,
SIX3,6669,,,,,
SIX2,4352,,,,,
880,656000,,,,,
SJW,11311,,,,,
326030,10396,,,,,
285130,3404,,,,,
006120,3913,,,,,
018670,797,,,,,
034730,12530,,,,,
000660,201579,,,,,
096770,21045,,,,,
036490,1729,,,,,
001740,49736,,,,,
001510,159590,,,,,
SKM,30122,,,,,
017670,6266,,,,,
SEB A,565610,,,,,
SKA B,142122,,,,,
011790,6598,,,,,
178920,4090,,,,,
SKX,53755,,,,,
SKL,65641,,,,,
SKF B,154043,,,,,
SKIS B,15371,,,,,
603737,5000,,,,,
SKT,558800,,,,,
9412,45600,,,,,
SKC,284372,,,,,
59,942000,,,,,
3197,68151,,,,,
SKYW,4085,,,,,
SWKS,64296,,,,,
000810,138800,,,,,
751,695340,,,,,
005850,6678,,,,,
SLG,27122,,,,,
WORK,190538,,,,,
SLCE3,30800,,,,,
SNBR,10053,,,,,
SLIGR,12587,,,,,
SLM,140227,,,,,
041510,5163,,,,,
SM,189688,,,,,
SMPH,3549150,,,,,
S92,3151,,,,,
SRU.UN,52716,,,,,
FREN,25680700,,,,,
SIQ,34915,,,,,
315,172000,,,,,
SMAR,45314,,,,,
6273,22100,,,,,
SMCP,7781,,,,,
,,,,,,
SMLS3,19500,,,,,
SN.,350566,,,,,
SMIN,156832,,,,,
6798,1900,,,,,
6969,346000,,,,,
2175,17400,,,,,
SMU,1180463,,,,,
SKG,103455,,,,,
SRG,856558,,,,,
SNA,21394,,,,,
SNC,64880,,,,,
SY,16711,,,,,
SOBHA,11615,,,,,
SQM,30882,,,,,
SQM-B,17998,,,,,
CASS,50964,,,,,
SNN,18211,,,,,
BB,9488,,,,,
GLE,304495,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
SW,13143,,,,,
6143,12500,,,,,
SOF,5699,,,,,
5478,50000,,,,,
9434,1075433,,,,,
9984,541140,,,,,
SCT,47071,,,,,
SOW,17305,,,,,
SWON,36156,,,,,
SOGO,15000,,,,,
2331,25200,,,,,
410,625500,,,,,
SOHU,10354,,,,,
SOI,7592,,,,,
2768,576648,,,,,
SOKM,80871,,,,,
SOL,12905,,,,,
1785,150571,,,,,
SEDG,19497,,,,,
SLR,21116,,,,,
SWI,14854,,,,,
6197,18000,,,,,
050890,5112,,,,,
S30,31284,,,,,
SOLB,25704,,,,,
8630,135375,,,,,
SON,501344,,,,,
SONATSOFTW,27133,,,,,
SONDA,157659,,,,,
300144,64640,,,,,
004430,4340,,,,,
SHL,189449,,,,,
5471,49000,,,,,
SON,40510,,,,,
SONO,45076,,,,,
SOON,20793,,,,,
6758,479100,,,,,
601555,108160,,,,,
SOP,5202,,,,,
2979,233,,,,,
9003,27300,,,,,
036830,1658,,,,,
357780,1621,,,,,
4344,24700,,,,,
SOUTHBANK,829833,,,,,
SJI,35560,,,,,
SSB,28084,,,,,
S32,1939316,,,,,
SO,406302,,,,,
SCCO,31339,,,,,
SXL,76125,,,,,
3050,25833,,,,,
000403,15600,,,,,
LUV,55514,,,,,
SWX,19993,,,,,
600369,155100,,,,,
SWN,267620,,,,,
SPSETIA,482100,,,,,
SPP,69673,,,,,
SPNO,40007,,,,,
SPOL,14697,,,,,
MING,62767,,,,,
SRBNK,76489,,,,,
SPK,755915,,,,,
8739,35700,,,,,
005610,758,,,,,
SPCG-F,120600,,,,,
SXS,42621,,,,,
SPB,15987,,,,,
5457,46000,,,,,
SDA,68230,,,,,
SK6U,175700,,,,,
000958,117800,,,,,
SPIE,44939,,,,,
SPX,29101,,,,,
SPI,113405,,,,,
SR,17338,,,,,
SPT,235750,,,,,
SPR,39143,,,,,
SAVE,8709,,,,,
SRC,42910,,,,,
SPLK,62925,,,,,
6146,25802,,,,,
SPOT,51874,,,,,
601021,19800,,,,,
SWTX,9021,,,,,
SFM,41694,,,,,
SPSC,13249,,,,,
SPXC,15879,,,,,
FLOW,15898,,,,,
9684,28800,,,,,
SQ,143256,,,,,
3817,4300,,,,,
SRF,9370,,,,,
STA-F,331096,,,,,
STGT-F,385000,,,,,
SAWAD-F,235805,,,,,
SSNC,87328,,,,,
SSAB A,118306,,,,,
SSAB B,229760,,,,,
003410,39905,,,,,
SSE,414778,,,,,
SSPG,206383,,,,,
SSRM,79372,,,,,
2005,534336,,,,,
4951,4000,,,,,
237690,3130,,,,,
SBM,253880,,,,,
SGKN,974,,,,,
STJ,210858,,,,,
JOE,12698,,,,,
3395,4600,,,,,
SMP,66972,,,,,
1565,14000,,,,,
STAA,16798,,,,,
STM,9324,,,,,
SRAIL,21125,,,,,
STAG,59654,,,,,
SGC,168866,,,,,
STMP,6301,,,,,
SBK,505288,,,,,
STAN,1018028,,,,,
1227,168400,,,,,
SLA,872997,,,,,
SXI,7324,,,,,
SWK,59744,,,,,
6923,59700,,,,,
STN,41759,,,,,
3468,340,,,,,
SGR,305789,,,,,
7718,9000,,,,,
SPRC-F,484700,,,,,
SBUX,452976,,,,,
P40U,647200,,,,,
CC3,159200,,,,,
SPL,117462,,,,,
8850,9900,,,,,
8979,54,,,,,
STWD,100621,,,,,
8043,5400,,,,,
STFC,6500,,,,,
SBID,59995,,,,,
SBIN,81983,,,,,
600131,27900,,,,,
STT,137427,,,,,
052020,7603,,,,,
SDF,353575,,,,,
SAIL,409945,,,,,
STLD,80096,,,,,
SCS,30400,,,,,
SNH,1654648,,,,,
SNH,19964,,,,,
4109,2600,,,,,
1836,136500,,,,,
SJ,23810,,,,,
STLA,435237,,,,,
STLA,356974,,,,,
SCL,7696,,,,,
SRCL,33833,,,,,
STE,33802,,,,,
STL,74583,,,,,
STLTECH,65928,,,,,
SHOO,30923,,,,,
SF,36812,,,,,
SFIX,22308,,,,,
STM,247200,,,,,
002468,48400,,,,,
SYBT,7228,,,,,
SGP,905697,,,,,
SNI,7735,,,,,
STNE,80116,,,,,
STERV,219173,,,,,
STOR,91523,,,,,
STB,166067,,,,,
STR,5036,,,,,
SSYS,23849,,,,,
SBS,2469,,,,,
STRA,8453,,,,,
STMN,3973,,,,,
STRS,14877,,,,,
STAR,18473,,,,,
6196,4443,,,,,
SAX,9112,,,,,
SYK,134218,,,,,
2305,2800,,,,,
253450,2043,,,,,
RGR,9720,,,,,
7270,243000,,,,,
SUBC,82892,,,,,
SZU,29307,,,,,
SEV,139988,,,,,
7649,12800,,,,,
SNGP,129900,,,,,
SSGC,454500,,,,,
SULA11,106790,,,,,
SUN,6254,,,,,
3436,87026,,,,,
6817,7334,,,,,
4203,11100,,,,,
4005,607492,,,,,
SUMICHEM,34549,,,,,
8053,445600,,,,,
4506,60900,,,,,
1949,5400,,,,,
5802,299700,,,,,
1911,51000,,,,,
6302,42300,,,,,
5713,96300,,,,,
1821,49120,,,,,
8316,503648,,,,,
8309,145346,,,,,
5232,12300,,,,,
8830,156346,,,,,
5191,22600,,,,,
5110,77072,,,,,
4008,3000,,,,,
9303,22000,,,,,
SMRA,4045500,,,,,
SUM,84273,,,,,
INN,37496,,,,,
SUM,42817,,,,,
SMT,13590,,,,,
6808,568500,,,,,
SUI,42369,,,,,
8934,8500,,,,,
86,165000,,,,,
16,553982,,,,,
SUI,57248,,,,,
SLF,230756,,,,,
SPARC,32065,,,,,
SUNPHARMA,459127,,,,,
SUNTV,31281,,,,,
1918,1015400,,,,,
1516,200455,,,,,
1383,670000,,,,,
SU,600808,,,,,
SUN,514617,,,,,
SUNDARMFIN,21553,,,,,
SUNDRMFAST,42361,,,,,
9989,24300,,,,,
1686,228000,,,,,
014620,55814,,,,,
300274,58500,,,,,
015750,15099,,,,,
000718,142700,,,,,
002024,229700,,,,,
435,410000,,,,,
NOVA,21118,,,,,
8341,18000,,,,,
2382,267600,,,,,
2421,69000,,,,,
2401,171000,,,,,
SPWR,29145,,,,,
RUN,59742,,,,,
SHO,75889,,,,,
T82U,868500,,,,,
2587,45700,,,,,
SUNWAY,603116,,,,,
SUNREIT,687800,,,,,
300207,41100,,,,,
002572,14600,,,,,
SPALI-F,380600,,,,,
SUPER-F,3838700,,,,,
SPG,125253,,,,,
SUL,55606,,,,,
,,,,,,
SPB,61160,,,,,
SLC,90060,,,,,
SUPERMX,620355,,,,,
SUPN,17000,,,,,
8112,125000,,,,,
SUPREMEIND,23164,,,,,
SGGD,407594,,,,,
SGTZY,8300,,,,,
8358,58500,,,,,
SCMA,2049700,,,,,
SSIA,487300,,,,,
3563,41700,,,,,
SUVENPHAR,38922,,,,,
SUVIDHAA,22292,,,,,
SUZB3,284815,,,,,
002635,23400,,,,,
002547,70400,,,,,
002384,39350,,,,,
002081,66600,,,,,
300751,1300,,,,,
SUZLON,2501641,,,,,
9987,26960,,,,,
7269,178971,,,,,
SIVB,21001,,,,,
SCA A,20426,,,,,
SCA B,218322,,,,,
SHB A,571630,,,,,
SHB B,18027,,,,,
SVMK,45646,,,,,
3708,22000,,,,,
Bearer,12872,,,,,
Registered,11868,,,,,
5805,9500,,,,,
SWEC B,79861,,,,,
SWED A,391526,,,,,
SWMA,61558,,,,,
SOBI,63974,,,,,
19,190642,,,,,
87,370000,,,,,
1972,390646,,,,,
SLHN,12561,,,,,
SPSN,30083,,,,,
SREN,109022,,,,,
SCMN,9608,,,,,
SQN,3158,,,,,
TAKAFUL,87200,,,,,
SYDB,24931,,,,,
SYD,491245,,,,,
SYKE,14358,,,,,
SYMPHONY,7065,,,,,
SY1,50041,,,,,
SYNA,12428,,,,,
SYF,230100,,,,,
1582,48750,,,,,
SYNH,36515,,,,,
SYNGENE,41990,,,,,
SML,35408,,,,,
SNX,15369,,,,,
2347,554498,,,,,
SNPS,58973,,,,,
SNV,54603,,,,,
SYNT,127561,,,,,
SYR,148491,,,,,
SYY,188988,,,,,
6869,74934,,,,,
2317,24000,,,,,
6214,36000,,,,,
4958,9600,,,,,
8795,200700,,,,,
3738,8000,,,,,
TMUS,213389,,,,,
TROW,87560,,,,,
2027,503396,,,,,
1609,273280,,,,,
2478,30750,,,,,
TAH,829872,,,,,
3090,19317,,,,,
7239,11500,,,,,
8159,6100,,,,,
6395,40500,,,,,
003240,199,,,,,
009410,7437,,,,,
TEG,46092,,,,,
000732,104500,,,,,
2812,1180783,,,,,
4736,19000,,,,,
8039,168800,,,,,
4157,77872,,,,,
001440,58282,,,,,
1968,5300,,,,,
5233,42100,,,,,
6470,4500,,,,,
002368,13019,,,,,
1979,10000,,,,,
4574,9157,,,,,
4147,69000,,,,,
1440,345543,,,,,
1801,79899,,,,,
4994,3600,,,,,
2887,3838200,,,,,
4581,15000,,,,,
2834,1773305,,,,,
1101,1994921,,,,,
8926,155000,,,,,
5880,3601782,,,,,
5903,23000,,,,,
1722,366000,,,,,
1802,636842,,,,,
2633,809000,,,,,
9939,105772,,,,,
2841,243731,,,,,
3045,601800,,,,,
9938,77000,,,,,
8213,83000,,,,,
9911,68000,,,,,
9917,97675,,,,,
5425,77000,,,,,
TSM,583633,,,,,
2330,6430465,,,,,
1310,190450,,,,,
6278,115250,,,,,
2913,174000,,,,,
6274,86000,,,,,
1737,100000,,,,,
4626,5600,,,,,
4091,53000,,,,,
6976,45100,,,,,
1762,9400,,,,,
2445,14800,,,,,
6617,4800,,,,,
4974,15000,,,,,
2531,61300,,,,,
8897,26000,,,,,
3492,124,,,,,
7981,15600,,,,,
4914,3900,,,,,
1969,20800,,,,,
8233,53500,,,,,
TTWO,44770,,,,,
JETl,11464,,,,,
4502,594839,,,,,
6432,12000,,,,,
4025,1600,,,,,
TTK,10249,,,,,
6013,27800,,,,,
TAL,153630,,,,,
TMGH,292136,,,,,
TLX,18555,,,,,
1419,4900,,,,,
TIP,31859,,,,,
7740,6700,,,,,
6768,37000,,,,,
TNDM,22527,,,,,
SKT,34973,,,,,
000401,18500,,,,,
601000,145900,,,,,
600409,51300,,,,,
TANLA,21579,,,,,
9743,15500,,,,,
TKN-F,123500,,,,,
TPR,111202,,,,,
TRGP,94073,,,,,
TGT,193399,,,,,
TKTT,13319,,,,,
TARO,3800,,,,,
TGR,77455,,,,,
TATGD,184488,,,,,
TATACHEM,58502,,,,,
TATACOMM,43997,,,,,
TCS,387376,,,,,
TATAELXSI,12163,,,,,
TATACONSUM,203263,,,,,
TATAMTRDVR,580087,,,,,
TATAMOTORS,527240,,,,,
TATAPOWER,800451,,,,,
TATASTEEL,239350,,,,,
TATE,196011,,,,,
TATNP,88388,,,,,
ATAD,54709,,,,,
TATN,225781,,,,,
5809,9200,,,,,
TPE,300511,,,,,
TAVHL,164692,,,,,
4027,7561,,,,,
TMHC,46724,,,,,
TW.,1451627,,,,,
TBCG,10275,,,,,
600089,90000,,,,,
TRP,381404,,,,,
TCF,59539,,,,,
8436,35022,,,,,
000100,363800,,,,,
1070,304333,,,,,
6762,48700,,,,,
TEL,127697,,,,,
TEAMLEASE,4127,,,,,
TMV,59558,,,,,
TECN,4836,,,,,
TECHM,214554,,,,,
,,,,,,
002124,32800,,,,,
3762,6400,,,,,
TE,36389,,,,,
FTI,143860,,,,,
FTI,38089,,,,,
TGYM,47348,,,,,
TNE,59623,,,,,
6028,13200,,,,,
669,489500,,,,,
TECK.B,185832,,,,,
TRE,10072,,,,,
1504,612000,,,,,
TGNA,78027,,,,,
3401,81800,,,,,
6333,5900,,,,,
3302,7900,,,,,
TKFEN,74320,,,,,
1815,3900,,,,,
TDOC,41969,,,,,
200230,20867,,,,,
TEL2 B,203926,,,,,
ETEL,127965,,,,,
Bearer,2894341,,,,,
Registered,3575049,,,,,
TEP,22332,,,,,
TDY,14414,,,,,
TFX,18327,,,,,
ERIC A,19844,,,,,
ERIC B,1164205,,,,,
VIVT3,164664,,,,,
O2D,240037,,,,,
TEF,1878940,,,,,
TKA,63074,,,,,
TM,401900,,,,,
TLKM,18555140,,,,,
TNET,16754,,,,,
TEL,254058,,,,,
TEP,22844,,,,,
TDS,37397,,,,,
SITESB-1,945165,,,,,
511,98900,,,,,
TFI,36880,,,,,
TELIA,1029559,,,,,
TLX,99039,,,,,
TKG,117167,,,,,
TLS,1677300,,,,,
T,159845,,,,,
TEMN,23626,,,,,
TPW,44749,,,,,
TPX,69520,,,,,
TENB,25739,,,,,
TENAGA,1512674,,,,,
TS,28752,,,,,
TEN,125478,,,,,
700,2223267,,,,,
TME,178039,,,,,
THC,39093,,,,,
7958,7300,,,,,
TNC,6000,,,,,
TDC,41213,,,,,
TER,66295,,,,,
TEX,23692,,,,,
TMX,48528,,,,,
TENERGY,13243,,,,,
TRN,557974,,,,,
3915,1312,,,,,
TRNO,25461,,,,,
4543,255728,,,,,
TTALO,22517,,,,,
095610,7554,,,,,
TSCO,2979602,,,,,
TSLA,297913,,,,,
131970,13138,,,,,
Voting Shares,9918,,,,,
3030,68000,,,,,
2908,141000,,,,,
TTEK,21715,,,,,
TEVA,398503,,,,,
TCBI,18105,,,,,
TXN,354766,,,,,
TXRH,24864,,,,,
2678,79500,,,,,
TXT,90750,,,,,
321,292000,,,,,
TFII,34803,,,,,
TFSL,17420,,,,,
TGTX,48713,,,,,
TGKA,1082800000,,,,,
TGS,44459,,,,,
Foreign,300774,,,,,
Foreign,403700,,,,,
Foreign,939080,,,,,
TVO-F,206400,,,,,
THCOM-F,303900,,,,,
TFG-F,649700,,,,,
TFFIF-F,754400,,,,,
HO,40318,,,,,
TCAP-F,285700,,,,,
TBPH,16757,,,,,
THERMAX,10595,,,,,
TMO,153185,,,,,
THG,238134,,,,,
2428,30000,,,,,
6481,43800,,,,,
A50,3104800,,,,,
TRI,65792,,,,,
THG-F,93700,,,,,
THO,21117,,,,,
TTA-F,443252,,,,,
THULE,45877,,,,,
300496,9400,,,,,
TKA,175710,,,,,
TIFS,72665,,,,,
600582,56611,,,,,
601162,154294,,,,,
826,354000,,,,,
,,,,,,
603712,11000,,,,,
1065,400000,,,,,
300026,107100,,,,,
000537,310000,,,,,
002129,68361,,,,,
1773,358000,,,,,
000050,71200,,,,,
819,232000,,,,,
002532,131700,,,,,
002185,68000,,,,,
600338,15000,,,,,
600326,80700,,,,,
TIETO,28383,,,,,
TIETO,5682,,,,,
TBS,60272,,,,,
TIMB,562,,,,,
TIMS3,288300,,,,,
TINS,1216300,,,,,
TIMECOM,120400,,,,,
1233,246000,,,,,
9928,170615,,,,,
TKR,23483,,,,,
TIMKEN,10739,,,,,
TNXT,7571,,,,,
322,684000,,,,,
TASCO-F,257200,,,,,
3626,88100,,,,,
Foreign,277300,,,,,
TITAN,148152,,,,,
002531,61500,,,,,
TVTY,16116,,,,,
TJX,464022,,,,,
023160,5206,,,,,
9746,9600,,,,,
TWEKA,14836,,,,,
TMB-F,18247369,,,,,
TRMK,97364,,,,,
X,21579,,,,,
6809,10600,,,,,
1885,5500,,,,,
5008,1800,,,,,
TOA-F,164400,,,,,
4045,55900,,,,,
9001,76200,,,,,
8841,13600,,,,,
3433,23200,,,,,
8550,33000,,,,,
TOD,4506,,,,,
1860,80400,,,,,
9605,2400,,,,,
1946,3600,,,,,
TOASO,37311,,,,,
8346,85400,,,,,
8142,2800,,,,,
9602,41700,,,,,
9533,33700,,,,,
8129,21300,,,,,
5727,7300,,,,,
5707,4600,,,,,
9506,181800,,,,,
5301,72100,,,,,
064760,1729,,,,,
9729,6200,,,,,
3167,38700,,,,,
6995,15600,,,,,
8616,62800,,,,,
1766,1900,,,,,
8766,252252,,,,,
3708,4000,,,,,
4043,24100,,,,,
9401,9300,,,,,
8439,22920,,,,,
9501,648800,,,,,
2760,3100,,,,,
8035,57600,,,,,
1945,6000,,,,,
9531,169800,,,,,
4745,12500,,,,,
7173,7749,,,,,
4186,13800,,,,,
8842,2000,,,,,
7729,13900,,,,,
5423,30900,,,,,
8804,73500,,,,,
9672,4800,,,,,
1720,27800,,,,,
9005,197200,,,,,
3289,219786,,,,,
8957,295,,,,,
TOL,43329,,,,,
3946,2400,,,,,
8600,44900,,,,,
TOM,43873,,,,,
TOM2,21048,,,,,
7867,29100,,,,,
9907,389000,,,,,
9070,1600,,,,,
6271,62130,,,,,
1666,259000,,,,,
1319,170000,,,,,
4526,74560,,,,,
780,320000,,,,,
698,1400293,,,,,
6100,30600,,,,,
002156,25700,,,,,
600867,64200,,,,,
601233,58000,,,,,
000630,254100,,,,,
600438,148100,,,,,
001520,175206,,,,,
082640,19837,,,,,
TR,5741,,,,,
TOPGLOV,2035000,,,,,
BLD,13652,,,,,
600763,7995,,,,,
5434,67047,,,,,
7732,37300,,,,,
TOP,16024,,,,,
4536,21000,,,,,
7862,13100,,,,,
7911,119200,,,,,
5975,13000,,,,,
6110,544000,,,,,
108230,6950,,,,,
7231,5000,,,,,
3402,612200,,,,,
TXG,33404,,,,,
3397,17400,,,,,
4551,6500,,,,,
6363,6900,,,,,
TTC,42514,,,,,
TIH,29151,,,,,
TD,697682,,,,,
TORNTPHARM,21215,,,,,
TORNTPOWER,80384,,,,,
TRGYO,26089,,,,,
8923,10200,,,,,
6502,175400,,,,,
6104,7400,,,,,
6588,13400,,,,,
8920,3300,,,,,
4042,104190,,,,,
Foreign,230600,,,,,
FP,938923,,,,,
TOPS,817700,,,,,
1835,9000,,,,,
5332,54000,,,,,
TOTS3,187537,,,,,
4401,44000,,,,,
THL,38634,,,,,
TOU,92542,,,,,
8558,9400,,,,,
6315,8951,,,,,
4553,8100,,,,,
TBIG,3727500,,,,,
TSEM,39525,,,,,
TOWN,23589,,,,,
1083,332000,,,,,
1890,33600,,,,,
8151,11400,,,,,
4634,11000,,,,,
6369,3600,,,,,
5901,54600,,,,,
2875,33100,,,,,
5310,6000,,,,,
5105,38600,,,,,
3101,28300,,,,,
7282,26100,,,,,
3116,23600,,,,,
6201,62600,,,,,
7203,957504,,,,,
8015,84300,,,,,
TCAP,291968,,,,,
TPG,132802,,,,,
TPIPL-F,4173300,,,,,
TPIPP-F,688700,,,,,
3673,117958,,,,,
6463,9500,,,,,
TQM-F,61800,,,,,
TSCO,45584,,,,,
TRAM,10114628,,,,,
TTD,16158,,,,,
TW,33382,,,,,
TRN,175688,,,,,
9058,2500,,,,,
TT,92658,,,,,
TCP,185257,,,,,
TA,104337,,,,,
RNW,37359,,,,,
2451,187000,,,,,
TCL.A,25901,,,,,
9715,8800,,,,,
TDG,20426,,,,,
TAEE11,96527,,,,,
RIG,227978,,,,,
TOJ,8480,,,,,
